"gene","samplename","normalized_counts","group"
"ENSG00000250920","TCGA-GC-A3RD-01A-12R-A22U-07",3.68320245492119,"Tumor"
"ENSG00000260887","TCGA-GC-A3RD-01A-12R-A22U-07",5.48434207637722,"Tumor"
"ENSG00000266976","TCGA-GC-A3RD-01A-12R-A22U-07",7.58763039170559,"Tumor"
"ENSG00000269586","TCGA-GC-A3RD-01A-12R-A22U-07",4.22321887699657,"Tumor"
"ENSG00000101441","TCGA-E7-A5KE-01A-11R-A28M-07",4.19374942592053,"Tumor"
"ENSG00000123500","TCGA-E7-A5KE-01A-11R-A28M-07",4.19374942592053,"Tumor"
"ENSG00000126890","TCGA-E7-A5KE-01A-11R-A28M-07",4.04515042665298,"Tumor"
"ENSG00000145321","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-E7-A5KE-01A-11R-A28M-07",4.04515042665298,"Tumor"
"ENSG00000163586","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000170373","TCGA-E7-A5KE-01A-11R-A28M-07",6.86959169488015,"Tumor"
"ENSG00000171560","TCGA-E7-A5KE-01A-11R-A28M-07",4.30689206299751,"Tumor"
"ENSG00000171564","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000181433","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000184330","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000185479","TCGA-E7-A5KE-01A-11R-A28M-07",4.80250223932701,"Tumor"
"ENSG00000186847","TCGA-E7-A5KE-01A-11R-A28M-07",4.30689206299751,"Tumor"
"ENSG00000187172","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-E7-A5KE-01A-11R-A28M-07",4.90360388396987,"Tumor"
"ENSG00000204019","TCGA-E7-A5KE-01A-11R-A28M-07",7.91412962575431,"Tumor"
"ENSG00000228437","TCGA-E7-A5KE-01A-11R-A28M-07",4.40155453269343,"Tumor"
"ENSG00000229035","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000237412","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000260887","TCGA-E7-A5KE-01A-11R-A28M-07",4.55862483084057,"Tumor"
"ENSG00000266976","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-E7-A5KE-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-ZF-A9R9-01A-11R-A38B-07",5.99785117589841,"Tumor"
"ENSG00000123500","TCGA-ZF-A9R9-01A-11R-A38B-07",12.4780434651597,"Tumor"
"ENSG00000126890","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000145321","TCGA-ZF-A9R9-01A-11R-A38B-07",6.8863525889057,"Tumor"
"ENSG00000159217","TCGA-ZF-A9R9-01A-11R-A38B-07",4.59642052446425,"Tumor"
"ENSG00000163586","TCGA-ZF-A9R9-01A-11R-A38B-07",5.61247982548722,"Tumor"
"ENSG00000167754","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000170373","TCGA-ZF-A9R9-01A-11R-A38B-07",10.8497514535879,"Tumor"
"ENSG00000171560","TCGA-ZF-A9R9-01A-11R-A38B-07",8.17695085379703,"Tumor"
"ENSG00000171564","TCGA-ZF-A9R9-01A-11R-A38B-07",7.38023324792047,"Tumor"
"ENSG00000181433","TCGA-ZF-A9R9-01A-11R-A38B-07",4.43288948716142,"Tumor"
"ENSG00000184330","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000185479","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000186847","TCGA-ZF-A9R9-01A-11R-A38B-07",5.66744127994067,"Tumor"
"ENSG00000187172","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000204019","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000229035","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-ZF-A9R9-01A-11R-A38B-07",4.73213238015677,"Tumor"
"ENSG00000237412","TCGA-ZF-A9R9-01A-11R-A38B-07",4.21625839486129,"Tumor"
"ENSG00000250920","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000260887","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-ZF-A9R9-01A-11R-A38B-07",4.43288948716142,"Tumor"
"ENSG00000269586","TCGA-ZF-A9R9-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-DK-A3IU-01A-11R-A20F-07",4.18699944539684,"Tumor"
"ENSG00000123500","TCGA-DK-A3IU-01A-11R-A20F-07",10.0418180392826,"Tumor"
"ENSG00000126890","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000145321","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-DK-A3IU-01A-11R-A20F-07",6.79755352440403,"Tumor"
"ENSG00000163586","TCGA-DK-A3IU-01A-11R-A20F-07",4.04034093389289,"Tumor"
"ENSG00000167754","TCGA-DK-A3IU-01A-11R-A20F-07",6.43103661260567,"Tumor"
"ENSG00000170373","TCGA-DK-A3IU-01A-11R-A20F-07",5.80669385191854,"Tumor"
"ENSG00000171560","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000171564","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000181433","TCGA-DK-A3IU-01A-11R-A20F-07",4.04034093389289,"Tumor"
"ENSG00000184330","TCGA-DK-A3IU-01A-11R-A20F-07",8.54451831898102,"Tumor"
"ENSG00000185479","TCGA-DK-A3IU-01A-11R-A20F-07",6.8978877062396,"Tumor"
"ENSG00000186847","TCGA-DK-A3IU-01A-11R-A20F-07",15.2766375629692,"Tumor"
"ENSG00000187172","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-DK-A3IU-01A-11R-A20F-07",9.41228930093939,"Tumor"
"ENSG00000204019","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-DK-A3IU-01A-11R-A20F-07",7.9458100292071,"Tumor"
"ENSG00000229035","TCGA-DK-A3IU-01A-11R-A20F-07",4.04034093389289,"Tumor"
"ENSG00000233532","TCGA-DK-A3IU-01A-11R-A20F-07",5.82804423588366,"Tumor"
"ENSG00000237412","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-DK-A3IU-01A-11R-A20F-07",5.51812566370175,"Tumor"
"ENSG00000260887","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-DK-A3IU-01A-11R-A20F-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-BT-A0YX-01A-11R-A10U-07",4.42975432587308,"Tumor"
"ENSG00000123500","TCGA-BT-A0YX-01A-11R-A10U-07",9.40114812878577,"Tumor"
"ENSG00000126890","TCGA-BT-A0YX-01A-11R-A10U-07",11.418579283293,"Tumor"
"ENSG00000145321","TCGA-BT-A0YX-01A-11R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-BT-A0YX-01A-11R-A10U-07",4.11740888212675,"Tumor"
"ENSG00000163586","TCGA-BT-A0YX-01A-11R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-BT-A0YX-01A-11R-A10U-07",4.42975432587308,"Tumor"
"ENSG00000170373","TCGA-BT-A0YX-01A-11R-A10U-07",4.6401466274656,"Tumor"
"ENSG00000171560","TCGA-BT-A0YX-01A-11R-A10U-07",5.07423152792688,"Tumor"
"ENSG00000171564","TCGA-BT-A0YX-01A-11R-A10U-07",7.51619668104393,"Tumor"
"ENSG00000181433","TCGA-BT-A0YX-01A-11R-A10U-07",4.94968376657447,"Tumor"
"ENSG00000184330","TCGA-BT-A0YX-01A-11R-A10U-07",4.94968376657447,"Tumor"
"ENSG00000185479","TCGA-BT-A0YX-01A-11R-A10U-07",13.0400085920407,"Tumor"
"ENSG00000186847","TCGA-BT-A0YX-01A-11R-A10U-07",11.0935269951148,"Tumor"
"ENSG00000187172","TCGA-BT-A0YX-01A-11R-A10U-07",8.65389286437367,"Tumor"
"ENSG00000203857","TCGA-BT-A0YX-01A-11R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000204019","TCGA-BT-A0YX-01A-11R-A10U-07",7.83156695300193,"Tumor"
"ENSG00000228437","TCGA-BT-A0YX-01A-11R-A10U-07",4.11740888212675,"Tumor"
"ENSG00000229035","TCGA-BT-A0YX-01A-11R-A10U-07",7.44967476269616,"Tumor"
"ENSG00000233532","TCGA-BT-A0YX-01A-11R-A10U-07",5.18582574246688,"Tumor"
"ENSG00000237412","TCGA-BT-A0YX-01A-11R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-BT-A0YX-01A-11R-A10U-07",6.42470894875433,"Tumor"
"ENSG00000260887","TCGA-BT-A0YX-01A-11R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-BT-A0YX-01A-11R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-BT-A0YX-01A-11R-A10U-07",4.72783466056911,"Tumor"
"ENSG00000101441","TCGA-2F-A9KO-01A-11R-A38B-07",5.60580671183959,"Tumor"
"ENSG00000123500","TCGA-2F-A9KO-01A-11R-A38B-07",9.56596827715141,"Tumor"
"ENSG00000126890","TCGA-2F-A9KO-01A-11R-A38B-07",4.91213438174729,"Tumor"
"ENSG00000145321","TCGA-2F-A9KO-01A-11R-A38B-07",5.24131503735804,"Tumor"
"ENSG00000159217","TCGA-2F-A9KO-01A-11R-A38B-07",5.19288370673081,"Tumor"
"ENSG00000163586","TCGA-2F-A9KO-01A-11R-A38B-07",4.69629093187264,"Tumor"
"ENSG00000167754","TCGA-2F-A9KO-01A-11R-A38B-07",4.40676639522533,"Tumor"
"ENSG00000170373","TCGA-2F-A9KO-01A-11R-A38B-07",9.84841501295396,"Tumor"
"ENSG00000171560","TCGA-2F-A9KO-01A-11R-A38B-07",5.33245478600266,"Tumor"
"ENSG00000171564","TCGA-2F-A9KO-01A-11R-A38B-07",5.49605484334224,"Tumor"
"ENSG00000181433","TCGA-2F-A9KO-01A-11R-A38B-07",9.86041560745947,"Tumor"
"ENSG00000184330","TCGA-2F-A9KO-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000185479","TCGA-2F-A9KO-01A-11R-A38B-07",6.14257450129659,"Tumor"
"ENSG00000186847","TCGA-2F-A9KO-01A-11R-A38B-07",13.5384624669487,"Tumor"
"ENSG00000187172","TCGA-2F-A9KO-01A-11R-A38B-07",5.82997444706163,"Tumor"
"ENSG00000203857","TCGA-2F-A9KO-01A-11R-A38B-07",4.10385277806352,"Tumor"
"ENSG00000204019","TCGA-2F-A9KO-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-2F-A9KO-01A-11R-A38B-07",7.31134490967862,"Tumor"
"ENSG00000229035","TCGA-2F-A9KO-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-2F-A9KO-01A-11R-A38B-07",5.57028886655351,"Tumor"
"ENSG00000237412","TCGA-2F-A9KO-01A-11R-A38B-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-2F-A9KO-01A-11R-A38B-07",4.10385277806352,"Tumor"
"ENSG00000260887","TCGA-2F-A9KO-01A-11R-A38B-07",5.24131503735804,"Tumor"
"ENSG00000266976","TCGA-2F-A9KO-01A-11R-A38B-07",4.10385277806352,"Tumor"
"ENSG00000269586","TCGA-2F-A9KO-01A-11R-A38B-07",7.35101026797057,"Tumor"
"ENSG00000101441","TCGA-DK-AA6L-01A-11R-A39I-07",5.75953688774805,"Tumor"
"ENSG00000123500","TCGA-DK-AA6L-01A-11R-A39I-07",8.04815019957423,"Tumor"
"ENSG00000126890","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000145321","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-DK-AA6L-01A-11R-A39I-07",4.26288372893079,"Tumor"
"ENSG00000163586","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-DK-AA6L-01A-11R-A39I-07",4.26288372893079,"Tumor"
"ENSG00000170373","TCGA-DK-AA6L-01A-11R-A39I-07",7.14138913166051,"Tumor"
"ENSG00000171560","TCGA-DK-AA6L-01A-11R-A39I-07",4.09446798662059,"Tumor"
"ENSG00000171564","TCGA-DK-AA6L-01A-11R-A39I-07",5.34120758459858,"Tumor"
"ENSG00000181433","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000184330","TCGA-DK-AA6L-01A-11R-A39I-07",4.82068699195635,"Tumor"
"ENSG00000185479","TCGA-DK-AA6L-01A-11R-A39I-07",8.86323217612101,"Tumor"
"ENSG00000186847","TCGA-DK-AA6L-01A-11R-A39I-07",9.17283470616618,"Tumor"
"ENSG00000187172","TCGA-DK-AA6L-01A-11R-A39I-07",6.26962685890984,"Tumor"
"ENSG00000203857","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000204019","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000229035","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-DK-AA6L-01A-11R-A39I-07",4.3908347502878,"Tumor"
"ENSG00000237412","TCGA-DK-AA6L-01A-11R-A39I-07",4.26288372893079,"Tumor"
"ENSG00000250920","TCGA-DK-AA6L-01A-11R-A39I-07",5.84557921659916,"Tumor"
"ENSG00000260887","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-DK-AA6L-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-XF-A9SP-01A-11R-A39I-07",5.25175041705145,"Tumor"
"ENSG00000123500","TCGA-XF-A9SP-01A-11R-A39I-07",10.9367702354513,"Tumor"
"ENSG00000126890","TCGA-XF-A9SP-01A-11R-A39I-07",11.1195239587201,"Tumor"
"ENSG00000145321","TCGA-XF-A9SP-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-XF-A9SP-01A-11R-A39I-07",9.41249990650402,"Tumor"
"ENSG00000163586","TCGA-XF-A9SP-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-XF-A9SP-01A-11R-A39I-07",11.1655944452867,"Tumor"
"ENSG00000170373","TCGA-XF-A9SP-01A-11R-A39I-07",10.2256745198606,"Tumor"
"ENSG00000171560","TCGA-XF-A9SP-01A-11R-A39I-07",4.09355618972145,"Tumor"
"ENSG00000171564","TCGA-XF-A9SP-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000181433","TCGA-XF-A9SP-01A-11R-A39I-07",7.65602791320118,"Tumor"
"ENSG00000184330","TCGA-XF-A9SP-01A-11R-A39I-07",4.09355618972145,"Tumor"
"ENSG00000185479","TCGA-XF-A9SP-01A-11R-A39I-07",5.05700884222473,"Tumor"
"ENSG00000186847","TCGA-XF-A9SP-01A-11R-A39I-07",9.77672162113274,"Tumor"
"ENSG00000187172","TCGA-XF-A9SP-01A-11R-A39I-07",8.09304978360741,"Tumor"
"ENSG00000203857","TCGA-XF-A9SP-01A-11R-A39I-07",8.76290368451798,"Tumor"
"ENSG00000204019","TCGA-XF-A9SP-01A-11R-A39I-07",6.7243852182127,"Tumor"
"ENSG00000228437","TCGA-XF-A9SP-01A-11R-A39I-07",8.68428434919422,"Tumor"
"ENSG00000229035","TCGA-XF-A9SP-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-XF-A9SP-01A-11R-A39I-07",6.24468083411589,"Tumor"
"ENSG00000237412","TCGA-XF-A9SP-01A-11R-A39I-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-XF-A9SP-01A-11R-A39I-07",6.53870678811686,"Tumor"
"ENSG00000260887","TCGA-XF-A9SP-01A-11R-A39I-07",4.26160695791866,"Tumor"
"ENSG00000266976","TCGA-XF-A9SP-01A-11R-A39I-07",4.09355618972145,"Tumor"
"ENSG00000269586","TCGA-XF-A9SP-01A-11R-A39I-07",6.34348973444399,"Tumor"
"ENSG00000101441","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000123500","TCGA-E7-A4XJ-01A-11R-A26T-07",6.15616394395231,"Tumor"
"ENSG00000126890","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000145321","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-E7-A4XJ-01A-11R-A26T-07",7.16607950892132,"Tumor"
"ENSG00000163586","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-E7-A4XJ-01A-11R-A26T-07",6.75041000178076,"Tumor"
"ENSG00000170373","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000171560","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000171564","TCGA-E7-A4XJ-01A-11R-A26T-07",4.18129086714678,"Tumor"
"ENSG00000181433","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000184330","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000185479","TCGA-E7-A4XJ-01A-11R-A26T-07",6.47220032568162,"Tumor"
"ENSG00000186847","TCGA-E7-A4XJ-01A-11R-A26T-07",12.4389402278553,"Tumor"
"ENSG00000187172","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000204019","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-E7-A4XJ-01A-11R-A26T-07",8.38578529610339,"Tumor"
"ENSG00000229035","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000237412","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000260887","TCGA-E7-A4XJ-01A-11R-A26T-07",4.38419343885383,"Tumor"
"ENSG00000266976","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-E7-A4XJ-01A-11R-A26T-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-K4-A5RJ-01A-11R-A28M-07",4.10878572211555,"Tumor"
"ENSG00000123500","TCGA-K4-A5RJ-01A-11R-A28M-07",6.01804102725726,"Tumor"
"ENSG00000126890","TCGA-K4-A5RJ-01A-11R-A28M-07",4.10878572211555,"Tumor"
"ENSG00000145321","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-K4-A5RJ-01A-11R-A28M-07",4.41513493966849,"Tumor"
"ENSG00000163586","TCGA-K4-A5RJ-01A-11R-A28M-07",4.10878572211555,"Tumor"
"ENSG00000167754","TCGA-K4-A5RJ-01A-11R-A28M-07",4.41513493966849,"Tumor"
"ENSG00000170373","TCGA-K4-A5RJ-01A-11R-A28M-07",4.10878572211555,"Tumor"
"ENSG00000171560","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000171564","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000181433","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000184330","TCGA-K4-A5RJ-01A-11R-A28M-07",7.08690149026779,"Tumor"
"ENSG00000185479","TCGA-K4-A5RJ-01A-11R-A28M-07",6.23445616143944,"Tumor"
"ENSG00000186847","TCGA-K4-A5RJ-01A-11R-A28M-07",12.398101785838,"Tumor"
"ENSG00000187172","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-K4-A5RJ-01A-11R-A28M-07",7.08690149026779,"Tumor"
"ENSG00000204019","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-K4-A5RJ-01A-11R-A28M-07",4.85852982584301,"Tumor"
"ENSG00000229035","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-K4-A5RJ-01A-11R-A28M-07",6.27818908826247,"Tumor"
"ENSG00000237412","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000260887","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-K4-A5RJ-01A-11R-A28M-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-C4-A0F0-01A-12R-A10U-07",4.40181814287707,"Tumor"
"ENSG00000123500","TCGA-C4-A0F0-01A-12R-A10U-07",6.50091920381314,"Tumor"
"ENSG00000126890","TCGA-C4-A0F0-01A-12R-A10U-07",4.19393866402853,"Tumor"
"ENSG00000145321","TCGA-C4-A0F0-01A-12R-A10U-07",4.19393866402853,"Tumor"
"ENSG00000159217","TCGA-C4-A0F0-01A-12R-A10U-07",4.19393866402853,"Tumor"
"ENSG00000163586","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-C4-A0F0-01A-12R-A10U-07",6.57807190668954,"Tumor"
"ENSG00000170373","TCGA-C4-A0F0-01A-12R-A10U-07",9.05782360856568,"Tumor"
"ENSG00000171560","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000171564","TCGA-C4-A0F0-01A-12R-A10U-07",4.19393866402853,"Tumor"
"ENSG00000181433","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000184330","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000185479","TCGA-C4-A0F0-01A-12R-A10U-07",12.749751752402,"Tumor"
"ENSG00000186847","TCGA-C4-A0F0-01A-12R-A10U-07",18.9992820509826,"Tumor"
"ENSG00000187172","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000204019","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-C4-A0F0-01A-12R-A10U-07",4.19393866402853,"Tumor"
"ENSG00000229035","TCGA-C4-A0F0-01A-12R-A10U-07",4.55894298592112,"Tumor"
"ENSG00000233532","TCGA-C4-A0F0-01A-12R-A10U-07",8.08068929825052,"Tumor"
"ENSG00000237412","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-C4-A0F0-01A-12R-A10U-07",8.83937783512521,"Tumor"
"ENSG00000260887","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000269586","TCGA-C4-A0F0-01A-12R-A10U-07",3.68320245492119,"Tumor"
"ENSG00000101441","TCGA-YF-AA3M-01A-11R-A42T-07",4.18804028562285,"Tumor"
"ENSG00000123500","TCGA-YF-AA3M-01A-11R-A42T-07",7.31946394561953,"Tumor"
"ENSG00000126890","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000145321","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000159217","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000163586","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000167754","TCGA-YF-AA3M-01A-11R-A42T-07",7.96048897630409,"Tumor"
"ENSG00000170373","TCGA-YF-AA3M-01A-11R-A42T-07",5.21484661798815,"Tumor"
"ENSG00000171560","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000171564","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000181433","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000184330","TCGA-YF-AA3M-01A-11R-A42T-07",4.89057267869753,"Tumor"
"ENSG00000185479","TCGA-YF-AA3M-01A-11R-A42T-07",5.76662510817994,"Tumor"
"ENSG00000186847","TCGA-YF-AA3M-01A-11R-A42T-07",12.7057591067738,"Tumor"
"ENSG00000187172","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000203857","TCGA-YF-AA3M-01A-11R-A42T-07",4.18804028562285,"Tumor"
"ENSG00000204019","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000228437","TCGA-YF-AA3M-01A-11R-A42T-07",5.28289678742449,"Tumor"
"ENSG00000229035","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000233532","TCGA-YF-AA3M-01A-11R-A42T-07",5.34717160484136,"Tumor"
"ENSG00000237412","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000250920","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000260887","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
"ENSG00000266976","TCGA-YF-AA3M-01A-11R-A42T-07",3.68320245492119,"Tumor"
